premise,hypothesis,label
Four men in uniform are rowing down a river with people watching on the shore.,The four women are wearing uniforms.,2
Four men in uniform are rowing down a river with people watching on the shore.,The four men are wearing black uniforms.,1
An older man with a yellow blouse is reading something while he stands on stage.,A older man in a yellow blouse is reading on a stage,0
An older man with a yellow blouse is reading something while he stands on stage.,A older man in a yellow blouse is writing a novel on a stage.,2
A boy in a blue sweatshirt playing Frisbee with two black dogs.,A boy plays frisbee with two healthy dogs.,1
A boy in a blue sweatshirt playing Frisbee with two black dogs.,A boy plays frisbee with two dogs.,0
A man with sunglasses and earphones is on a city street holding an mp3 player in his hand.,A man is outdoors with music.,0
A man with sunglasses and earphones is on a city street holding an mp3 player in his hand.,A man is sleeping with music.,2
"A man in a blue dress is working under a bus, another man is rotating a tyre.",The man in the blue dress is changing the oil under the bus.,1
"A man in a blue dress is working under a bus, another man is rotating a tyre.",A man in a purple dress is fixing a bus.,2
"A man with long hair, a mustache, and a beard is holding a guitar and sitting in front of a USA flag.",A guitarist sits in front of a large American flag.,1
"A man with long hair, a mustache, and a beard is holding a guitar and sitting in front of a USA flag.",A guitarist sits in front of a Chinese flag.,2
Fisherman wearing a poncho and hat sitting at the edge of the water., Fishermen sit by the edge of the water.,0
Fisherman wearing a poncho and hat sitting at the edge of the water., British fishermen sit by the edge of the water.,1
A group of opposing players are in the middle of a rugby game.,The second game of the softball season.,2
A group of opposing players are in the middle of a rugby game.,This is the first game of the rugby season.,0
"A group of people, a wedding party including a bride and groom, are walking down a path lined by benches and surrounded by grass and trees.",A group of people are on a path.,0
"A group of people, a wedding party including a bride and groom, are walking down a path lined by benches and surrounded by grass and trees.",A group of hungry people are on a path.,1
A woman riding a scooter is in front of many other people riding scooters down the street.,A woman is leading a group of people on scooters.,0
A woman riding a scooter is in front of many other people riding scooters down the street.,A few woman are leading a group of people on scooters.,2
One man wearing a green t-shirt and white hard hat working on a house and hammering a nail onto a piece of wood.,The man is working on a house for himself.,1
One man wearing a green t-shirt and white hard hat working on a house and hammering a nail onto a piece of wood.,The man is working on a house.,0
A woman with dark hair working on some colorful fabric.,A woman with dark hair is handling textiles.,0
A woman with dark hair working on some colorful fabric.,A sad woman with blonde hair working on some colorful fabric.,2
A woman in a black dress is standing in the distance waiting.,The boy is waiting for someone to meet him,2
A woman in a black dress is standing in the distance waiting.,The person is waiting for something.,0
A man kneeling on the street in front of a graffiti laden car and some poster boards with artwork on them.,A man is near black graffiti.,1
A man kneeling on the street in front of a graffiti laden car and some poster boards with artwork on them.,A man is near only a truck.,2
A woman and child sit at a small table.,The mother is near the table.,1
A woman and child sit at a small table.,The man is near the table.,2
a little girl holing flowers.,A girl is a flower girl in a wedding.,1
a little girl holing flowers.,A boy is holding flowers.,2
Two young children working together to operate a bicycle.,they are working together,0
Two young children working together to operate a bicycle.,they are working seperately,2
Two young men play roller hockey on an indoor rink while a referee looks on near the goal net.,Two woman compete to score the most shots in a roller hockey game,2
Two young men play roller hockey on an indoor rink while a referee looks on near the goal net.,Two men play roller hockey,0
A worker suspended in the air.,A man is in the lake.,2
A worker suspended in the air.,An attractive man is in the air.,1
A Man doing a high up jump on a bike with a cityscape behind him.,The man is doing tricks on a 2 wheeled contraption.,1
A Man doing a high up jump on a bike with a cityscape behind him.,The man is doing tricks on his scooter.,2
"Two men are sitting on black leather chairs, and one of them is holding up a caffeine free Coca-Cola.",The five girls that are sitting inside have chairs.,2
"Two men are sitting on black leather chairs, and one of them is holding up a caffeine free Coca-Cola.",The two men that are sitting outside have chairs.,1
